AT1G65980	1	24559595	24560753	REVERSE
AT1G44000	1	16708201	16709521	REVERSE
AT1G75260	1	28247854	28249395	FORWARD
AT1G54440	1	20323284	20327931	FORWARD
AT1G67150	1	25122588	25124607	FORWARD
AT1G14970	1	5162085	5164917	REVERSE
AT1G73470	1	27625853	27627604	FORWARD
AT1G14960	1	5159334	5159992	REVERSE
AT1G73460	1	27620122	27624899	FORWARD
AT1G09450	1	3049066	3052858	FORWARD
AT1G36940	1	14004158	14004706	FORWARD
AT1G51355	1	19041475	19041825	FORWARD
AT1G12660	1	4308943	4309583	FORWARD
AT1G75130	1	28200073	28201911	REVERSE
AT1G21120	1	7395331	7396640	REVERSE
AT1G09740	1	3154603	3155834	FORWARD
AT1G21110	1	7390110	7391419	REVERSE
AT1G50900	1	18866272	18867014	FORWARD
AT1G37000	1	14036038	14037145	FORWARD
AT1G77330	1	29063215	29064447	REVERSE
AT1G80400	1	30225864	30227360	FORWARD
AT1G74740	1	28080199	28082476	REVERSE
AT1G17370	1	5951842	5954825	REVERSE
AT1G09750	1	3157541	3158960	FORWARD
AT1G49670	1	18381591	18386021	REVERSE
AT1G75220	1	28229412	28232606	REVERSE
AT1G65560	1	24371608	24373673	REVERSE
AT1G65570	1	24374098	24375846	REVERSE
AT1G49660	1	18378777	18379736	REVERSE
AT1G21100	1	7386991	7388318	REVERSE
AT1G29020	1	10120497	10122902	REVERSE
AT1G77310	1	29051671	29056179	FORWARD
AT1G77480	1	29114946	29117150	REVERSE
AT1G12610	1	4290205	4290834	REVERSE
AT1G80410	1	30227963	30234832	REVERSE
AT1G70820	1	26705594	26708034	FORWARD
AT1G70790	1	26700724	26702127	FORWARD
AT1G12640	1	4303586	4305666	REVERSE
AT1G12620	1	4294883	4296748	REVERSE
AT1G12630	1	4298897	4299475	FORWARD
AT1G65610	1	24391823	24395261	REVERSE
AT1G75170	1	28214744	28215686	FORWARD
AT1G49680	1	18386867	18387166	FORWARD
AT1G50880	1	18860837	18861982	FORWARD
AT1G36675	1	13867568	13869490	FORWARD
AT1G23180	1	8216125	8219515	FORWARD
AT1G09770	1	3162002	3165122	FORWARD
AT1G75200	1	28220849	28223597	REVERSE
AT1G80390	1	30221780	30222702	REVERSE
AT1G74750	1	28086800	28089367	FORWARD
AT1G75210	1	28223990	28228751	FORWARD
AT1G44080	1	16753944	16755670	REVERSE
AT1G21140	1	7404464	7405066	FORWARD
AT1G09780	1	3165550	3167812	REVERSE
AT1G09790	1	3168568	3170819	REVERSE
AT1G09760	1	3159476	3161603	REVERSE
AT1G75190	1	28219598	28219993	FORWARD
AT1G49730	1	18403515	18405013	REVERSE
AT1G79220	1	29799227	29800426	FORWARD
AT1G50870	1	18855147	18856337	FORWARD
AT1G65590	1	24385996	24390989	FORWARD
AT1G75180	1	28216772	28217911	REVERSE
AT1G09800	1	3177121	3180336	REVERSE
AT1G50890	1	18862295	18865752	REVERSE
AT1G70810	1	26704207	26705091	FORWARD
AT1G21130	1	7399489	7400470	REVERSE
AT1G65580	1	24377598	24383940	REVERSE
AT1G70800	1	26702757	26703650	FORWARD
AT1G09795	1	3173588	3176690	FORWARD
AT1G80380	1	30217895	30219784	FORWARD
AT1G55890	1	20901364	20902560	FORWARD
AT1G65520	1	24361171	24361893	REVERSE
AT1G49650	1	18377363	18378487	REVERSE
AT1G75230	1	28234444	28235628	FORWARD
AT1G44050	1	16739309	16741513	FORWARD
AT1G09370	1	3024901	3025425	FORWARD
AT1G50910	1	18867083	18869839	REVERSE
AT1G75140	1	28202166	28204019	REVERSE
AT1G80370	1	30214694	30216861	FORWARD
AT1G36730	1	13898706	13900025	REVERSE
AT1G75150	1	28204709	28208512	REVERSE
AT1G12580	1	4283635	4285675	FORWARD
AT1G70860	1	26718572	26718992	REVERSE
AT1G49720	1	18400826	18402354	FORWARD
AT1G73850	1	27767375	27770386	FORWARD
AT1G17380	1	5955654	5957070	REVERSE
AT1G31885	1	11450460	11451985	FORWARD
AT1G77360	1	29071983	29073536	REVERSE
AT1G44030	1	16724773	16726566	REVERSE
AT1G65540	1	24362382	24366011	REVERSE
AT1G09380	1	3026351	3029322	REVERSE
AT1G77470	1	29112194	29114323	REVERSE
AT1G36745	1	13911137	13911679	FORWARD
AT1G23190	1	8219946	8224186	FORWARD
AT1G12570	1	4278192	4280753	REVERSE
AT1G36970	1	14016385	14018356	REVERSE
AT1G15980	1	5489314	5491199	FORWARD
AT1G77490	1	29117688	29120046	FORWARD
AT1G10960	1	3664445	3664891	FORWARD
AT1G67130	1	25099262	25100625	REVERSE
AT1G55900	1	20903163	20905420	FORWARD
AT1G15990	1	5491304	5493772	REVERSE
AT1G75160	1	28209534	28211624	FORWARD
AT1G49640	1	18375697	18376644	REVERSE
AT1G36990	1	14027594	14029711	REVERSE
AT1G12600	1	4286414	4288859	REVERSE
AT1G09730	1	3148017	3154236	REVERSE
AT1G77340	1	29068620	29069828	REVERSE
AT1G70830	1	26710459	26711250	REVERSE
AT1G12650	1	4306183	4307673	FORWARD
AT1G70840	1	26713170	26714014	REVERSE
AT1G49700	1	18388792	18390496	REVERSE
AT1G36980	1	14025084	14026727	FORWARD
AT1G67140	1	25101016	25117372	REVERSE
AT1G65550	1	24367694	24370800	REVERSE
AT1G21090	1	7384854	7386199	FORWARD
AT1G28520	1	10029713	10031479	FORWARD
AT1G79600	1	29950105	29952516	REVERSE
AT1G65950	1	24546860	24551119	REVERSE
AT1G70850	1	26715673	26716744	REVERSE
AT1G09720	1	3144438	3147303	REVERSE
AT1G44085	1	16758110	16758508	REVERSE
AT1G77350	1	29070497	29071545	FORWARD
AT1G80420	1	30235444	30237163	REVERSE
AT1G65930	1	24539088	24541861	FORWARD
AT1G74930	1	28144239	28144826	FORWARD
AT1G77410	1	29088771	29093148	REVERSE
AT1G74840	1	28116201	28117317	REVERSE
AT1G51140	1	18943802	18945613	REVERSE
AT1G43850	1	16617872	16621596	FORWARD
AT1G09550	1	3089733	3092254	REVERSE
AT1G51150	1	18948370	18949290	REVERSE
AT1G09640	1	3120162	3122152	FORWARD
AT1G10920	1	3644587	3647004	REVERSE
AT1G09540	1	3086333	3087689	FORWARD
AT1G71015	1	26789389	26790061	REVERSE
AT1G09630	1	3118350	3119571	REVERSE
AT1G77400	1	29085881	29086579	FORWARD
AT1G74860	1	28123432	28125600	FORWARD
AT1G73840	1	27763937	27766328	REVERSE
AT1G36925	1	13986436	13987289	FORWARD
AT1G74920	1	28139175	28142573	REVERSE
AT1G09580	1	3104657	3106092	FORWARD
AT1G79190	1	29788639	29794116	FORWARD
AT1G09575	1	3101851	3102832	REVERSE
AT1G77405	1	29087145	29088521	FORWARD
AT1G09570	1	3095498	3098892	REVERSE
AT1G09560	1	3093896	3094639	FORWARD
AT1G74850	1	28119237	28122314	REVERSE
AT1G73580	1	27654841	27655518	FORWARD
AT1G09590	1	3106549	3107606	FORWARD
AT1G74940	1	28146284	28147065	FORWARD
AT1G51010	1	18911597	18911845	FORWARD
AT1G65730	1	24442639	24446122	FORWARD
AT1G09645	1	3123155	3124347	FORWARD
AT1G51172	1	18963205	18965571	FORWARD
AT1G70985	1	26764774	26765181	REVERSE
AT1G42440	1	15895528	15899939	REVERSE
AT1G51190	1	18977517	18980305	FORWARD
AT1G70970	1	26759834	26761042	FORWARD
AT1G80470	1	30256185	30257916	FORWARD
AT1G51030	1	18915179	18915421	FORWARD
AT1G65710	1	24437057	24438424	REVERSE
AT1G09650	1	3125978	3127126	FORWARD
AT1G65720	1	24440471	24441013	REVERSE
AT1G70980	1	26762339	26764394	FORWARD
AT1G43860	1	16622244	16624385	REVERSE
AT1G71010	1	26782839	26788712	FORWARD
AT1G51040	1	18920658	18923314	FORWARD
AT1G51160	1	18950057	18951560	FORWARD
AT1G20990	1	7330524	7331946	REVERSE
AT1G71000	1	26769336	26770111	REVERSE
AT1G73830	1	27760027	27761346	FORWARD
AT1G51170	1	18953625	18954839	REVERSE
AT1G70990	1	26767520	26768050	REVERSE
AT1G65740	1	24452096	24453211	REVERSE
AT1G10870	1	3616905	3623612	REVERSE
AT1G21000	1	7338013	7339088	FORWARD
AT1G79580	1	29941020	29942925	REVERSE
AT1G65820	1	24485213	24486682	FORWARD
AT1G51130	1	18939480	18941560	REVERSE
AT1G31800	1	11396440	11399470	FORWARD
AT1G51070	1	18928018	18929513	FORWARD
AT1G10900	1	3632396	3636416	REVERSE
AT1G74900	1	28133933	28135381	FORWARD
AT1G21050	1	7366859	7367596	FORWARD
AT1G74890	1	28131590	28132710	REVERSE
AT1G65850	1	24494734	24498485	FORWARD
AT1G74910	1	28135852	28138456	REVERSE
AT1G10910	1	3639908	3643974	FORWARD
AT1G31770	1	11375252	11377644	REVERSE
AT1G77380	1	29075201	29077252	REVERSE
AT1G51120	1	18938091	18939149	FORWARD
AT1G51080	1	18929883	18930740	REVERSE
AT1G65845	1	24493332	24493782	REVERSE
AT1G21010	1	7346239	7346871	FORWARD
AT1G43800	1	16577662	16579549	FORWARD
AT1G73610	1	27678377	27679807	FORWARD
AT1G51090	1	18932985	18933747	FORWARD
AT1G43790	1	16575952	16576302	FORWARD
AT1G54500	1	20357084	20357671	REVERSE
AT1G31780	1	11391341	11394610	FORWARD
AT1G65840	1	24490173	24492728	FORWARD
AT1G51110	1	18935380	18937484	FORWARD
AT1G51100	1	18934342	18934977	FORWARD
AT1G43810	1	16580447	16580800	REVERSE
AT1G31790	1	11394744	11395973	REVERSE
AT1G79170	1	29782273	29782622	FORWARD
AT1G65810	1	24477043	24480728	REVERSE
AT1G74880	1	28130112	28131020	REVERSE
AT1G73590	1	27659772	27662876	FORWARD
AT1G65760	1	24458591	24459715	FORWARD
AT1G31814	1	11412985	11414406	REVERSE
AT1G09620	1	3113077	3116455	REVERSE
AT1G36920	1	13983516	13984389	FORWARD
AT1G74870	1	28127093	28128275	FORWARD
AT1G31812	1	11411132	11412099	REVERSE
AT1G10880	1	3624035	3627021	REVERSE
AT1G09600	1	3108617	3111318	FORWARD
AT1G09610	1	3111789	3112637	FORWARD
AT1G43770	1	16548509	16549907	FORWARD
AT1G65770	1	24460656	24461738	REVERSE
AT1G79180	1	29786509	29787589	FORWARD
AT1G51060	1	18926948	18927443	FORWARD
AT1G77390	1	29081904	29084137	REVERSE
AT1G43780	1	16563811	16567399	FORWARD
AT1G31810	1	11399922	11405761	REVERSE
AT1G65800	1	24473166	24476523	FORWARD
AT1G31760	1	11372602	11373414	REVERSE
AT1G77420	1	29093641	29095442	FORWARD
AT1G42430	1	15891512	15894322	FORWARD
AT1G65790	1	24468932	24472329	FORWARD
AT1G54490	1	20350300	20356650	FORWARD
AT1G22540	1	7964202	7966222	FORWARD
AT1G73600	1	27670825	27673400	FORWARD
AT1G51055	1	18925286	18926315	REVERSE
AT1G10890	1	3628081	3630545	FORWARD
AT1G65780	1	24462958	24466888	REVERSE
AT1G74950	1	28148919	28150258	REVERSE
AT1G65700	1	24434463	24435870	REVERSE
AT1G70960	1	26756253	26757362	FORWARD
AT1G73530	1	27643801	27645386	REVERSE
AT1G10930	1	3648032	3654997	REVERSE
AT1G70900	1	26732456	26733637	FORWARD
AT1G75020	1	28171779	28173357	FORWARD
AT1G65670	1	24421993	24423953	REVERSE
AT1G70895	1	26728170	26728469	FORWARD
AT1G31820	1	11416691	11418139	REVERSE
AT1G73510	1	27642651	27643118	REVERSE
AT1G36756	1	13917331	13917816	FORWARD
AT1G20970	1	7314338	7319246	FORWARD
AT1G80440	1	30241763	30242827	FORWARD
AT1G10800	1	3598158	3598514	REVERSE
AT1G65900	1	24516023	24518325	REVERSE
AT1G79200	1	29794404	29795711	FORWARD
AT1G74820	1	28111882	28112565	REVERSE
AT1G10820	1	3601437	3604650	REVERSE
AT1G70940	1	26743170	26745871	FORWARD
AT1G23200	1	8227236	8229400	FORWARD
AT1G15940	1	5473672	5478050	FORWARD
AT1G50960	1	18889549	18891719	FORWARD
AT1G79590	1	29947064	29948304	FORWARD
AT1G70910	1	26734155	26734640	FORWARD
AT1G10810	1	3599369	3600757	FORWARD
AT1G70920	1	26736126	26738419	FORWARD
AT1G51290	1	19012173	19013306	FORWARD
AT1G75010	1	28164994	28169941	REVERSE
AT1G21060	1	7371799	7374085	FORWARD
AT1G31830	1	11418875	11420314	REVERSE
AT1G15950	1	5478855	5481915	FORWARD
AT1G70870	1	26721020	26721563	REVERSE
AT1G10790	1	3596360	3597847	FORWARD
AT1G43970	1	16681269	16682933	FORWARD
AT1G65920	1	24525267	24529204	REVERSE
AT1G75060	1	28181481	28183285	REVERSE
AT1G22850	1	8080671	8082816	REVERSE
AT1G65640	1	24411695	24413527	REVERSE
AT1G51310	1	19019185	19021735	REVERSE
AT1G55620	1	20787338	20790313	REVERSE
AT1G70880	1	26723086	26723717	REVERSE
AT1G31840	1	11424006	11426528	FORWARD
AT1G65630	1	24406542	24409068	REVERSE
AT1G54450	1	20336570	20339535	REVERSE
AT1G21065	1	7374210	7375644	FORWARD
AT1G74800	1	28102221	28104993	REVERSE
AT1G65650	1	24415172	24417466	REVERSE
AT1G31835	1	11423332	11423562	REVERSE
AT1G28530	1	10032127	10035496	REVERSE
AT1G74810	1	28108474	28111534	FORWARD
AT1G43950	1	16672582	16673952	REVERSE
AT1G75030	1	28174418	28175255	FORWARD
AT1G73500	1	27639419	27640351	REVERSE
AT1G55610	1	20779874	20783374	REVERSE
AT1G65890	1	24512598	24514611	REVERSE
AT1G65660	1	24418295	24421231	REVERSE
AT1G70890	1	26725912	26726489	REVERSE
AT1G73490	1	27633496	27634867	REVERSE
AT1G51300	1	19014260	19016103	REVERSE
AT1G75040	1	28177754	28178731	FORWARD
AT1G65910	1	24520933	24524108	REVERSE
AT1G75050	1	28180116	28181062	FORWARD
AT1G73480	1	27629266	27632486	FORWARD
AT1G80450	1	30244155	30244688	REVERSE
AT1G70950	1	26752779	26755242	FORWARD
AT1G15900	1	5464356	5464697	FORWARD
AT1G43890	1	16646934	16648395	FORWARD
AT1G09510	1	3069396	3070812	FORWARD
AT1G09665	1	3133095	3133674	FORWARD
AT1G77460	1	29104378	29111580	FORWARD
AT1G15910	1	5465951	5468723	FORWARD
AT1G09500	1	3067325	3068244	FORWARD
AT1G74970	1	28157761	28159202	REVERSE
AT1G10840	1	3607885	3609657	REVERSE
AT1G73810	1	27752506	27755208	REVERSE
AT1G09520	1	3071248	3072030	REVERSE
AT1G51200	1	18985690	18986211	FORWARD
AT1G74990	1	28159837	28160250	REVERSE
AT1G80460	1	30246960	30249055	REVERSE
AT1G09490	1	3064680	3065815	FORWARD
AT1G09530	1	3077216	3079367	FORWARD
AT1G20980	1	7325042	7328933	FORWARD
AT1G65680	1	24427266	24428399	FORWARD
AT1G65690	1	24431642	24432898	REVERSE
AT1G09660	1	3128205	3130791	REVERSE
AT1G73820	1	27755740	27757158	REVERSE
AT1G74960	1	28152564	28155948	REVERSE
AT1G51000	1	18909924	18910142	FORWARD
AT1G73570	1	27650992	27653942	FORWARD
AT1G50990	1	18902930	18905204	FORWARD
AT1G73540	1	27645880	27646571	REVERSE
AT1G73550	1	27648024	27648536	REVERSE
AT1G10850	1	3612228	3614343	FORWARD
AT1G77450	1	29100029	29100981	FORWARD
AT1G77440	1	29096334	29098105	FORWARD
AT1G73560	1	27649768	27650456	REVERSE
AT1G09680	1	3134107	3135930	REVERSE
AT1G22860	1	8083400	8088867	FORWARD
AT1G51210	1	18987809	18989110	FORWARD
AT1G43910	1	16656050	16657628	REVERSE
AT1G65870	1	24503624	24504193	FORWARD
AT1G09470	1	3055391	3056931	REVERSE
AT1G15930	1	5471702	5472741	FORWARD
AT1G65880	1	24508633	24510737	REVERSE
AT1G51250	1	19001733	19002152	REVERSE
AT1G50970	1	18896323	18900268	FORWARD
AT1G74830	1	28113469	28115193	REVERSE
AT1G73805	1	27745761	27749178	REVERSE
AT1G51260	1	19003460	19005512	REVERSE
AT1G09460	1	3053901	3055090	FORWARD
AT1G31817	1	11414932	11416356	REVERSE
AT1G51240	1	19000509	19000892	REVERSE
AT1G65860	1	24499210	24502678	REVERSE
AT1G54460	1	20340907	20342900	REVERSE
AT1G51220	1	18989925	18992034	REVERSE
AT1G09483	1	3060992	3061729	REVERSE
AT1G15920	1	5469962	5470822	FORWARD
AT1G75000	1	28163650	28164586	FORWARD
AT1G09690	1	3136407	3137430	REVERSE
AT1G51230	1	18997057	18997434	REVERSE
AT1G09700	1	3137960	3140118	REVERSE
AT1G10830	1	3606411	3607449	REVERSE
AT1G43900	1	16654045	16655810	FORWARD
AT1G09710	1	3141119	3144232	FORWARD
AT1G49710	1	18391622	18393769	REVERSE
AT1G50980	1	18900541	18902057	REVERSE
AT1G09480	1	3057975	3060661	FORWARD
AT1G49630	1	18368405	18375336	REVERSE
AT1G16070	1	5511899	5513779	REVERSE
AT1G14550	1	4979028	4980324	FORWARD
AT1G21340	1	7476087	7476869	FORWARD
AT1G07440	1	2286700	2287665	REVERSE
AT1G14560	1	4981300	4983082	FORWARD
AT1G07450	1	2288038	2289256	REVERSE
AT1G69190	1	26013131	26014709	REVERSE
AT1G07430	1	2281151	2282656	REVERSE
AT1G16280	1	5568482	5570487	REVERSE
AT1G49430	1	18291188	18295641	FORWARD
AT1G07460	1	2290201	2290977	FORWARD
AT1G47920	1	17661095	17662394	FORWARD
AT1G21350	1	7477376	7478519	REVERSE
AT1G14570	1	4983770	4987192	FORWARD
AT1G14540	1	4974233	4975600	REVERSE
AT1G07470	1	2291723	2294350	FORWARD
AT1G47940	1	17668285	17669713	FORWARD
AT1G23120	1	8198788	8199359	FORWARD
AT1G13200	1	4507221	4508528	REVERSE
AT1G23130	1	8200434	8200997	FORWARD
AT1G69180	1	26007734	26008940	REVERSE
AT1G16270	1	5563890	5568145	FORWARD
AT1G13195	1	4501778	4502855	REVERSE
AT1G69120	1	25982576	25986102	REVERSE
AT1G55680	1	20804988	20807294	REVERSE
AT1G13190	1	4499633	4501354	FORWARD
AT1G70530	1	26588750	26591379	REVERSE
AT1G21323	1	7466694	7467359	FORWARD
AT1G73240	1	27542397	27544668	REVERSE
AT1G73230	1	27540506	27541364	REVERSE
AT1G17580	1	6039453	6049309	FORWARD
AT1G16250	1	5557214	5558697	FORWARD
AT1G69160	1	26000315	26001280	FORWARD
AT1G69170	1	26005626	26007041	FORWARD
AT1G70520	1	26584888	26587334	REVERSE
AT1G16260	1	5559708	5562018	REVERSE
AT1G21326	1	7469002	7469721	REVERSE
AT1G69150	1	25993659	25995212	REVERSE
AT1G14580	1	4990070	4992442	FORWARD
AT1G70540	1	26593973	26594476	FORWARD
AT1G13210	1	4509252	4513774	REVERSE
AT1G73220	1	27538387	27540109	FORWARD
AT1G07500	1	2304766	2305031	REVERSE
AT1G76070	1	28546617	28547435	FORWARD
AT1G07490	1	2301526	2301849	REVERSE
AT1G70505	1	26570647	26572463	FORWARD
AT1G13245	1	4525852	4525977	REVERSE
AT1G21380	1	7485806	7488032	REVERSE
AT1G76080	1	28548063	28549348	REVERSE
AT1G21370	1	7484250	7485451	FORWARD
AT1G13250	1	4528965	4530002	REVERSE
AT1G13260	1	4542386	4543420	FORWARD
AT1G13270	1	4544999	4546574	FORWARD
AT1G21395	1	7492011	7492232	FORWARD
AT1G73177	1	27516721	27517352	REVERSE
AT1G70510	1	26576635	26582145	FORWARD
AT1G55860	1	20879900	20892910	REVERSE
AT1G73180	1	27518335	27521014	FORWARD
AT1G21390	1	7489385	7490554	REVERSE
AT1G70500	1	26566579	26568729	REVERSE
AT1G76060	1	28543367	28543840	REVERSE
AT1G73190	1	27522155	27523171	FORWARD
AT1G76090	1	28550592	28551671	REVERSE
AT1G73210	1	27528428	27530453	REVERSE
AT1G49800	1	18438550	18438876	REVERSE
AT1G47900	1	17647340	17651035	REVERSE
AT1G47915	1	17660752	17660973	FORWARD
AT1G13220	1	4515699	4517415	FORWARD
AT1G14530	1	4971420	4973597	REVERSE
AT1G07473	1	2294728	2295105	REVERSE
AT1G16290	1	5570938	5573538	REVERSE
AT1G47890	1	17643976	17647035	FORWARD
AT1G13230	1	4520679	4522439	FORWARD
AT1G76110	1	28555287	28557465	REVERSE
AT1G76100	1	28554217	28554732	REVERSE
AT1G73200	1	27523454	27526573	REVERSE
AT1G07476	1	2295805	2296353	FORWARD
AT1G17430	1	5982310	5983919	FORWARD
AT1G07480	1	2296706	2299215	REVERSE
AT1G21360	1	7481365	7483237	FORWARD
AT1G17560	1	6037635	6038574	REVERSE
AT1G76120	1	28559224	28560294	REVERSE
AT1G72010	1	27107844	27108971	FORWARD
AT1G70550	1	26597675	26599888	FORWARD
AT1G71990	1	27100345	27102097	FORWARD
AT1G07350	1	2258816	2259586	REVERSE
AT1G62760	1	23237574	23238512	REVERSE
AT1G76200	1	28593351	28593980	FORWARD
AT1G07340	1	2254873	2256712	FORWARD
AT1G76190	1	28592225	28592596	FORWARD
AT1G17240	1	5896528	5898717	REVERSE
AT1G47960	1	17681954	17683516	REVERSE
AT1G76185	1	28590497	28591157	FORWARD
AT1G17230	1	5891375	5894855	FORWARD
AT1G77700	1	29204747	29206217	FORWARD
AT1G13120	1	4469334	4472775	REVERSE
AT1G49780	1	18429024	18430289	REVERSE
AT1G70580	1	26613222	26615845	FORWARD
AT1G76210	1	28595202	28595882	REVERSE
AT1G07360	1	2260562	2262795	REVERSE
AT1G49520	1	18329736	18331691	FORWARD
AT1G77720	1	29210730	29213877	FORWARD
AT1G72000	1	27103277	27105663	FORWARD
AT1G77710	1	29206750	29207895	FORWARD
AT1G07330	1	2251131	2253585	FORWARD
AT1G17250	1	5901169	5903439	REVERSE
AT1G47970	1	17687342	17688562	FORWARD
AT1G69070	1	25967421	25971389	REVERSE
AT1G71970	1	27093099	27093776	FORWARD
AT1G48010	1	17711491	17712660	REVERSE
AT1G71980	1	27098250	27099881	FORWARD
AT1G14610	1	5008502	5014486	REVERSE
AT1G69050	1	25961975	25962259	FORWARD
AT1G69060	1	25965055	25967273	FORWARD
AT1G17270	1	5909443	5911624	REVERSE
AT1G77680	1	29192188	29195963	REVERSE
AT1G76180	1	28587013	28587657	REVERSE
AT1G14600	1	5001185	5003370	REVERSE
AT1G77690	1	29201232	29203317	REVERSE
AT1G49770	1	18424578	18426531	FORWARD
AT1G47980	1	17691985	17693818	REVERSE
AT1G17260	1	5904058	5908898	FORWARD
AT1G48000	1	17704269	17706377	REVERSE
AT1G69100	1	25979999	25981436	FORWARD
AT1G47990	1	17698655	17700834	FORWARD
AT1G69090	1	25977501	25978706	REVERSE
AT1G69080	1	25972132	25973243	REVERSE
AT1G14590	1	4998957	5000617	REVERSE
AT1G13180	1	4495394	4498204	FORWARD
AT1G77730	1	29214445	29215564	FORWARD
AT1G07370	1	2263204	2264382	FORWARD
AT1G55675	1	20803854	20804129	REVERSE
AT1G07420	1	2278918	2280033	FORWARD
AT1G16225	1	5551041	5552028	REVERSE
AT1G49480	1	18314596	18315460	REVERSE
AT1G49475	1	18312983	18313748	FORWARD
AT1G13160	1	4484634	4488388	FORWARD
AT1G76140	1	28571187	28574852	FORWARD
AT1G42080	1	15716714	15717169	REVERSE
AT1G17420	1	5977512	5981384	FORWARD
AT1G49470	1	18310554	18311462	FORWARD
AT1G13170	1	4488826	4492278	REVERSE
AT1G16240	1	5555193	5556340	REVERSE
AT1G73250	1	27545213	27546360	REVERSE
AT1G16220	1	5548653	5550553	FORWARD
AT1G16230	1	5553467	5554324	REVERSE
AT1G49450	1	18305684	18307099	FORWARD
AT1G76130	1	28561647	28563914	FORWARD
AT1G62770	1	23246085	23246836	REVERSE
AT1G07410	1	2276270	2277154	FORWARD
AT1G13150	1	4481995	4483584	REVERSE
AT1G70560	1	26604894	26607319	FORWARD
AT1G70570	1	26608719	26612062	FORWARD
AT1G76160	1	28578211	28581020	REVERSE
AT1G55670	1	20802874	20803356	REVERSE
AT1G49510	1	18327026	18328147	FORWARD
AT1G49790	1	18436137	18437068	REVERSE
AT1G17220	1	5885383	5890165	FORWARD
AT1G07380	1	2264829	2268306	REVERSE
