AT1TE47540	14427922	14449178	+	ATHILA4C	LTR/Gypsy	8746	
AT1TE31895	9899847	9899984	+	ATDNAI27T9C	DNA/MuDR	138	
AT1TE70050	21191750	21191886	+	ATCOPIA84	LTR/Copia	137	
AT1TE84655	25823826	25823960	-	ATCOPIA28	LTR/Copia	135	
AT1TE23040	7125860	7125994	-	ATDNA1T9A	DNA/MuDR	135	
AT1TE41720	12809579	12809650	-	HELITRONY1D	RC/Helitron	72	
AT1TE49490	15111117	15111251	-	ATREP18	DNA	135	
AT1TE30045	9318360	9318496	+	VANDAL1	DNA/MuDR	137	
AT1TE02275	697952	698088	+	HELITRONY3	RC/Helitron	137	
AT1TE51175	15547275	15549791	+	ATLANTYS2	LTR/Gypsy	2187	
AT1TE44550	13601553	13601688	+	BRODYAGA2	DNA/MuDR	136	
AT1TE42560	13039450	13039584	-	RathE1_cons	RathE1_cons	135	
AT1TE45375	13840025	13840159	-	ATENSPM3	DNA/En-Spm	135	
AT1TE36940	11421959	11422070	-	ARNOLD1	DNA/MuDR	112	
AT1TE55290	16732011	16732148	-	TA11	LINE/L1	138	
AT1TE42855	13121287	13121425	-	ATCOPIA71	LTR/Copia	139	
AT1TE97160	29702604	29702747	+	ATLINE1_4	LINE/L1	144	
AT1TE54655	16584101	16586369	+	ATHILA5	LTR/Gypsy	2210	
AT1TE40105	12330654	12330798	+	ATREP5	RC/Helitron	145	
AT1TE27405	8490641	8492849	+	ATLINEIII	LINE/L1	2209	
AT1TE74420	22562536	22562639	+	BOMZH2	DNA/MuDR	104	
AT1TE29530	9163143	9163284	-	ATHILA7	LTR/Gypsy	142	
AT1TE58065	17516123	17516267	+	ATDNAI27T9B	DNA/MuDR	145	
AT1TE35845	11093758	11093901	+	ATHPOGON2	DNA/Pogo	144	
AT1TE40695	12501186	12503392	+	ATREP10D	RC/Helitron	2207	
AT1TE66120	20004936	20005076	-	VANDAL1	DNA/MuDR	141	
AT1TE41825	12851056	12851196	-	ATHATN6	DNA/HAT	141	
AT1TE64950	19636320	19636343	-	HELITRONY1D	RC/Helitron	24	
AT1TE58720	17685223	17685243	+	ATREP15	RC/Helitron	21	
AT1TE70720	21425429	21425569	-	ARNOLD2	DNA/MuDR	141	
AT1TE22740	7034889	7034944	-	ATREP5	RC/Helitron	56	
AT1TE51620	15674413	15674555	-	ATMU10	DNA/MuDR	143	
AT1TE41915	12877159	12877301	-	HELITRONY1A	RC/Helitron	143	
AT1TE26120	8114685	8116894	+	ATREP3	RC/Helitron	2210	
AT1TE20920	6454531	6454676	+	HELITRONY3	RC/Helitron	146	
AT1TE62145	18747138	18747283	+	ATREP5	RC/Helitron	146	
AT1TE51895	15761281	15761331	-	ATENSPM2	DNA/En-Spm	51	
AT1TE81300	24752624	24752757	+	ATREP15	RC/Helitron	134	
AT1TE76035	23065703	23065848	+	ATREP10D	RC/Helitron	146	
AT1TE37650	11634521	11634652	+	ATCOPIA87	LTR/Copia	132	
AT1TE65780	19901340	19901482	-	ATCOPIA48	LTR/Copia	143	
AT1TE66390	20090228	20090251	+	ATCOPIA8B	LTR/Copia	24	
AT1TE04080	1251630	1251772	-	ATREP12	RC/Helitron	143	
AT1TE02360	726695	726837	-	ATENSPM1A	DNA/En-Spm	143	
AT1TE65105	19700965	19701109	+	RathE2_cons	RathE2_cons	145	
AT1TE67165	20322182	20322322	-	ATREP3	RC/Helitron	141	
AT1TE58165	17547728	17547872	+	ATCOPIA36	LTR/Copia	145	
AT1TE57150	17239521	17239651	+	BRODYAGA1A	DNA/MuDR	131	
AT1TE81855	24918427	24918569	-	ATCOPIA13	LTR/Copia	143	
AT1TE58140	17544483	17544627	+	ATCOPIA36	LTR/Copia	145	
AT1TE46425	14139734	14139876	+	ATDNAI27T9A	DNA/MuDR	143	
AT1TE06475	1976073	1976109	-	ATREP10D	RC/Helitron	37	
AT1TE30860	9582394	9582442	+	ATREP10D	RC/Helitron	49	
AT1TE72605	21990870	21990894	-	ATMUNX1	DNA/MuDR	25	
AT1TE63935	19288860	19288998	-	ATREP3	RC/Helitron	139	
AT1TE41955	12888717	12888779	-	ATLINE1_4	LINE/L1	63	
AT1TE23350	7224970	7225108	-	ATHATN3	DNA/HAT	139	
AT1TE75650	22953881	22954021	+	RathE1_cons	RathE1_cons	141	
AT1TE84625	25811309	25811447	-	ATREP10B	RC/Helitron	139	
AT1TE44640	13636666	13636804	-	HELITRONY2	RC/Helitron	139	
AT1TE53235	16156865	16156897	+	RathE1_cons	RathE1_cons	33	
AT1TE57925	17477615	17477755	+	ATSINE2A	SINE	141	
AT1TE37870	11692896	11693034	-	ATGP3	LTR/Gypsy	139	
AT1TE37865	11692362	11692500	-	ATGP3	LTR/Gypsy	139	
AT1TE75440	22888530	22888670	+	ATMU5	DNA/MuDR	141	
AT1TE20320	6273768	6273906	-	TAG2	DNA/HAT	139	
AT1TE01900	587269	587326	+	ATREP10D	RC/Helitron	58	
AT1TE62205	18766873	18766901	-	ATREP10B	RC/Helitron	29	
AT1TE34005	10524540	10524678	-	ATREP15	RC/Helitron	139	
AT1TE55385	16760358	16760497	+	RathE1_cons	RathE1_cons	140	
AT1TE58735	17687585	17687723	-	ATCOPIA24	LTR/Copia	139	
AT1TE17550	5436579	5436720	+	ATREP10D	RC/Helitron	142	
AT1TE80650	24553446	24553577	+	HELITRONY1D	RC/Helitron	132	
AT1TE71485	21659915	21660054	-	RathE1_cons	RathE1_cons	140	
AT1TE49315	15068999	15069139	-	ATHILA2	LTR/Gypsy	141	
AT1TE62210	18766902	18767011	+	ATREP10B	RC/Helitron	110	
AT1TE31755	9863024	9863166	+	ATREP13	RC/Helitron	143	
AT1TE56665	17116653	17116793	+	ATTIRTA1	DNA/Tc1	141	
AT1TE78780	23947053	23947192	-	HELITRONY3A	RC/Helitron	140	
AT1TE83185	25344309	25344450	+	ATHATN2	DNA/HAT	142	
AT1TE15780	4872080	4872219	-	HELITRONY1D	RC/Helitron	140	
AT1TE62395	18816393	18816504	-	HELITRON2	RC/Helitron	112	
AT1TE95445	29180155	29180294	+	ATHPOGON3	DNA/Pogo	140	
AT1TE40175	12346862	12347001	-	ATMU7	DNA/MuDR	140	
AT1TE89980	27498796	27498935	-	ATREP1	RC/Helitron	140	
AT1TE72500	21957836	21957975	-	RathE1_cons	RathE1_cons	140	
AT1TE43650	13351631	13351770	-	ATLINEIII	LINE/L1	140	
AT1TE44135	13493209	13493350	+	ATDNA12T3_2	DNA	142	
AT1TE45535	13879891	13880023	-	ATREP4	RC/Helitron	133	
AT1TE40765	12525450	12525577	+	HELITRONY1E	RC/Helitron	128	
AT1TE46615	14187335	14187468	+	VANDAL7	DNA/MuDR	134	
AT1TE62940	19000899	19000931	+	HELITRONY1D	RC/Helitron	33	
AT1TE52535	15939330	15941469	+	ATREP3	RC/Helitron	2140	
AT1TE42360	12990932	12991052	+	ATCOPIA96	LTR/Copia	121	
AT1TE30330	9412334	9412459	+	RathE1_cons	RathE1_cons	126	
AT1TE95680	29244719	29244808	-	BRODYAGA1A	DNA/MuDR	90	
AT1TE65935	19945688	19945811	-	ATREP10D	RC/Helitron	124	
AT1TE53355	16182986	16183109	-	HELITRONY1D	RC/Helitron	124	
AT1TE42305	12975610	12975733	-	ATREP9	RC/Helitron	124	
AT1TE29610	9188639	9188764	+	ATREP15	RC/Helitron	126	
AT1TE52495	15926757	15926879	-	ATLINE1A	LINE/L1	123	
AT1TE51500	15642237	15642279	+	HELITRON4	RC/Helitron	43	
AT1TE50880	15420827	15420951	+	ATHILA6A	LTR/Gypsy	125	
AT1TE49565	15123084	15123199	-	ATREP18	DNA	116	
AT1TE55100	16699413	16701967	+	ATREP4	RC/Helitron	2140	
AT1TE18280	5657195	5657320	+	HELITRONY3	RC/Helitron	126	
AT1TE53570	16264843	16264968	+	ATREP10B	RC/Helitron	126	
AT1TE47120	14341671	14341711	+	ATHILA0_I	LTR/Gypsy	41	
AT1TE59175	17823604	17823728	-	ATREP15	RC/Helitron	125	
AT1TE72360	21929379	21929504	-	HELITRONY3	RC/Helitron	126	
AT1TE53070	16115818	16115943	-	ATCOPIA87	LTR/Copia	126	
AT1TE79845	24286883	24287008	-	ATCOPIA23	LTR/Copia	126	
AT1TE43295	13245270	13247416	+	ATREP4	RC/Helitron	2147	
AT1TE47620	14463536	14463664	+	ATHILA4A	LTR/Gypsy	129	
AT1TE75250	22829373	22829400	+	HELITRON2	RC/Helitron	28	
AT1TE37140	11479601	11479728	+	ATDNA12T3_2	DNA	128	
AT1TE40760	12524947	12525074	+	ATLINE1_5	LINE/L1	128	
AT1TE54695	16595104	16595133	-	TNAT2A	DNA	30	
AT1TE43255	13238343	13238467	-	VANDAL2	DNA/MuDR	125	
AT1TE86430	26394244	26394371	+	ATLINE1A	LINE/L1	128	
AT1TE52440	15918026	15918148	-	ATMUNX1	DNA/MuDR	123	
AT1TE58080	17525127	17525254	+	ATCOPIA15	LTR/Copia	128	
AT1TE71925	21788068	21788193	-	ATREP6	RC/Helitron	126	
AT1TE56950	17188286	17188413	+	SIMPLEGUY1	DNA/Harbinger	128	
AT1TE43060	13193026	13193066	+	ARNOLD2	DNA/MuDR	41	
AT1TE49505	15113100	15113215	-	ATREP18	DNA	116	
AT1TE37485	11578166	11578290	+	ATLANTYS3	LTR/Gypsy	125	
AT1TE70990	21508830	21508954	+	RathE3_cons	RathE3_cons	125	
AT1TE66400	20093806	20093926	-	HELITRONY1D	RC/Helitron	121	
AT1TE45835	13964706	13964828	+	TNAT1A	DNA	123	
AT1TE43475	13303378	13303489	+	META1	LTR/Copia	112	
AT1TE68770	20823565	20823686	-	ATREP10B	RC/Helitron	122	
AT1TE64190	19385772	19385868	-	META1	LTR/Copia	97	
AT1TE52235	15879298	15879390	-	META1	LTR/Copia	93	
AT1TE73060	22125693	22125815	+	ATHATN6	DNA/HAT	123	
AT1TE10550	3247448	3247570	+	HELITRONY3A	RC/Helitron	123	
AT1TE41370	12690264	12690354	-	HELITRONY3	RC/Helitron	91	
AT1TE22460	6951418	6951538	-	ATDNAI27T9A	DNA/MuDR	121	
AT1TE13360	4109989	4110103	+	AT9NMU1	DNA/MuDR	115	
AT1TE58820	17708150	17710775	+	HELITRONY3	RC/Helitron	2136	
AT1TE62135	18746044	18746141	-	ATREP3	RC/Helitron	98	
AT1TE63155	19057235	19057338	+	ATREP10D	RC/Helitron	104	
AT1TE41295	12646096	12646216	-	RathE2_cons	RathE2_cons	121	
AT1TE42815	13105720	13105842	+	ATREP4	RC/Helitron	123	
AT1TE09705	2986951	2987018	+	VANDAL8	DNA/MuDR	68	
AT1TE42785	13097397	13097431	+	ATHPOGON2	DNA/Pogo	35	
AT1TE26410	8203657	8203778	-	ATTIRX1A	DNA	122	
AT1TE63875	19268168	19268282	-	HELITRONY1D	RC/Helitron	115	
AT1TE02460	758410	758534	+	HELITRONY1A	RC/Helitron	125	
AT1TE18300	5659383	5659406	-	ATREP10B	RC/Helitron	24	
AT1TE14330	4413086	4413210	+	ATREP5	RC/Helitron	125	
AT1TE49890	15199556	15199643	-	ATREP18	DNA	88	
AT1TE49645	15134899	15135014	-	ATREP18	DNA	116	
AT1TE84840	25889216	25889340	+	ATHAT1	DNA/HAT	125	
AT1TE85280	26027636	26027758	-	ATRE1	LTR/Copia	123	
AT1TE58170	17548059	17548115	+	HELITRONY1E	RC/Helitron	57	
AT1TE83495	25448292	25448415	+	TAG1	DNA/HAT	124	
AT1TE60170	18150437	18150493	-	HELITRON4	RC/Helitron	57	
AT1TE38845	11993457	11993578	-	ATENSPM1A	DNA/En-Spm	122	
AT1TE92170	28163735	28163858	+	ATENSPM1A	DNA/En-Spm	124	
AT1TE53265	16162425	16164556	+	ATREP4	RC/Helitron	2132	
AT1TE16320	5044510	5044605	-	ATREP3	RC/Helitron	96	
AT1TE67780	20513545	20513637	+	ATDNA2T9C	DNA/MuDR	93	
AT1TE51665	15685432	15687581	+	ATENSPM3	DNA/En-Spm	2150	
AT1TE59425	17902473	17902550	+	HELITRONY3	RC/Helitron	78	
AT1TE35960	11126412	11126449	+	ATREP15	RC/Helitron	38	
AT1TE87760	26818089	26818218	-	LIMPET1	DNA/MuDR	130	
AT1TE81720	24877098	24877222	-	TAG3N1	DNA/HAT	125	
AT1TE75420	22881472	22881603	+	DT1	DNA/Mariner	132	
AT1TE45985	14006701	14006832	+	ATDNA12T3_2	DNA	132	
AT1TE51460	15634378	15634434	-	ARNOLDY1	DNA/MuDR	57	
AT1TE55410	16768760	16768889	-	ATLINE1A	LINE/L1	130	
AT1TE55525	16791724	16791852	-	ATTIRX1D	DNA	129	
AT1TE56410	17031257	17031281	-	HELITRON4	RC/Helitron	25	
AT1TE41285	12642435	12642564	-	ATCOPIA72	LTR/Copia	130	
AT1TE46705	14233182	14233216	+	ATHILA	LTR/Gypsy	35	
AT1TE45925	13990141	13990253	+	RathE3_cons	RathE3_cons	113	
AT1TE83860	25564282	25564412	-	ATREP4	RC/Helitron	131	
AT1TE40970	12574466	12574595	-	LIMPET1	DNA/MuDR	130	
AT1TE65860	19924548	19924571	-	ATREP10B	RC/Helitron	24	
AT1TE50940	15431674	15431701	-	ATREP18	DNA	28	
AT1TE37915	11704897	11705026	-	VANDAL3	DNA/MuDR	130	
AT1TE58520	17632243	17632374	+	ATREP11	RC/Helitron	132	
AT1TE35835	11090506	11090638	+	ATLINE1_3A	LINE/L1	133	
AT1TE72160	21872093	21872178	-	HELITRONY1D	RC/Helitron	86	
AT1TE69680	21097915	21097971	+	ATTIR16T3A	DNA	57	
AT1TE96435	29480214	29480347	+	ATMU6N1	DNA/MuDR	134	
AT1TE45345	13827364	13827495	-	ATCOPIA42	LTR/Copia	132	
AT1TE69785	21121192	21121267	+	ATREP3	RC/Helitron	76	
AT1TE81160	24709061	24709194	+	ATLINE1_3A	LINE/L1	134	
AT1TE85990	26253997	26254130	+	ATLINE1_3A	LINE/L1	134	
AT1TE51505	15642280	15642361	+	ATREP14	RC/Helitron	82	
AT1TE57880	17465296	17465429	+	META1	LTR/Copia	134	
AT1TE95985	29342234	29342365	-	ATHATN6	DNA/HAT	132	
AT1TE34475	10666053	10666185	+	HELITRONY3A	RC/Helitron	133	
AT1TE54505	16533313	16533445	+	ATCOPIA2	LTR/Copia	133	
AT1TE20910	6450341	6450389	-	ATDNA2T9C	DNA/MuDR	49	
AT1TE53715	16317249	16317381	+	BRODYAGA2	DNA/MuDR	133	
AT1TE80820	24604924	24604957	-	TNAT1A	DNA	34	
AT1TE63195	19073478	19073610	+	ATMUN1	DNA/MuDR	133	
AT1TE90320	27603733	27603865	+	ARNOLD2	DNA/MuDR	133	
AT1TE50290	15277161	15277306	+	ATREP18	DNA	146	
AT1TE23620	7313962	7314091	-	ATDNAI27T9C	DNA/MuDR	130	
AT1TE49685	15142842	15142872	+	ATENSPM9	DNA/En-Spm	31	
AT1TE11810	3630277	3630404	-	ATDNAI27T9A	DNA/MuDR	128	
AT1TE80405	24483924	24484053	+	ATREP5	RC/Helitron	130	
AT1TE42765	13089744	13089824	-	ARNOLDY2	DNA/MuDR	81	
AT1TE41095	12604201	12604330	+	ATREP6	RC/Helitron	130	
AT1TE90575	27677420	27677549	+	ATREP1	RC/Helitron	130	
AT1TE02985	913218	913345	-	BRODYAGA2	DNA/MuDR	128	
AT1TE54165	16431065	16431612	-	ATDNA12T3_2	DNA	127	
AT1TE56370	17019635	17019761	-	TNAT2A	DNA	127	
AT1TE75310	22849916	22850044	+	ATENSPM10	DNA/En-Spm	129	
AT1TE44780	13684550	13684676	-	ATLINE1A	LINE/L1	127	
AT1TE41530	12739497	12739623	-	BRODYAGA1A	DNA/MuDR	127	
AT1TE72230	21891494	21891623	+	ATENSPM5	DNA/En-Spm	130	
AT1TE39140	12076730	12076856	-	ATGP9B	LTR/Gypsy	127	
AT1TE25910	8053168	8053294	-	ATCOPIA59	LTR/Copia	127	
AT1TE00020	16883	17009	-	ATREP4	RC/Helitron	127	
AT1TE35965	11126450	11126578	+	HELITRONY3	RC/Helitron	129	
AT1TE42435	13017803	13017883	-	ATREP3	RC/Helitron	81	
AT1TE65370	19769833	19769960	-	ATREP11	RC/Helitron	128	
AT1TE37975	11720281	11722435	+	ATREP4	RC/Helitron	2155	
AT1TE36160	11188283	11188413	+	ATCOPIA28	LTR/Copia	131	
AT1TE65260	19744792	19744922	+	TNAT1A	DNA	131	
AT1TE04620	1417569	1417699	+	ATDNA1T9A	DNA/MuDR	131	
AT1TE50780	15383890	15384020	+	ATLANTYS2	LTR/Gypsy	131	
AT1TE50320	15285786	15285916	+	ATLANTYS2	LTR/Gypsy	131	
AT1TE52010	15792669	15794826	-	ATENSPM2	DNA/En-Spm	2158	
AT1TE73305	22192617	22192718	+	ATREP3	RC/Helitron	133	
AT1TE81085	24688473	24688564	-	ATREP10B	RC/Helitron	92	
AT1TE04700	1441515	1441645	+	ATDNAI27T9A	DNA/MuDR	131	
AT1TE34455	10655834	10655963	+	ARNOLD1	DNA/MuDR	130	
AT1TE74095	22456417	22456546	+	ATTIRX1C	DNA	130	
AT1TE63720	19231980	19232107	-	ATREP10D	RC/Helitron	128	
AT1TE39150	12080698	12080826	-	ATLINE2	LINE/L1	129	
AT1TE52895	16059165	16061322	+	ATCOPIA28	LTR/Copia	2158	
AT1TE21830	6753991	6754119	-	ATDNAI27T9A	DNA/MuDR	129	
AT1TE53695	16307595	16307723	-	HELITRONY3	RC/Helitron	129	
AT1TE10930	3360540	3360625	-	ATCOPIA78	LTR/Copia	86	
AT1TE40160	12343258	12343403	+	ATCOPIA95	LTR/Copia	146	
AT1TE64435	19464947	19465090	-	ATREP15	RC/Helitron	144	
AT1TE83935	25590911	25591070	-	TAG1	DNA/HAT	160	
AT1TE45135	13768754	13777586	+	ATHILA2	LTR/Gypsy	8908	
AT1TE72015	21822852	21823013	+	ATCOPIA87	LTR/Copia	162	
AT1TE80815	24603780	24603941	+	ATREP10D	RC/Helitron	162	
AT1TE31200	9691304	9691418	-	VANDAL2N1	DNA/MuDR	115	
AT1TE53575	16265821	16265980	-	ATHILA8A	LTR/Gypsy	160	
AT1TE87255	26650761	26650921	-	RathE1_cons	RathE1_cons	161	
AT1TE04675	1430869	1431028	-	TAG2	DNA/HAT	160	
AT1TE12725	3910702	3910762	+	HELITRON4	RC/Helitron	61	
AT1TE36240	11207628	11207742	+	ATREP1	RC/Helitron	115	
AT1TE49680	15142453	15142841	+	ATENSPM6	DNA/En-Spm	389	
AT1TE40315	12394285	12394446	+	RathE1_cons	RathE1_cons	162	
AT1TE22855	7067629	7067790	+	ATLANTYS1	LTR/Gypsy	162	
AT1TE16265	5025647	5025808	+	ATIS112A	DNA/Harbinger	162	
AT1TE59555	17944754	17944913	-	HELITRON1	RC/Helitron	160	
AT1TE64010	19316277	19316439	+	HELITRONY3	RC/Helitron	163	
AT1TE42420	13012651	13012798	-	ATIS112A	DNA/Harbinger	148	
AT1TE53640	16291575	16291737	+	ATREP18	DNA	163	
AT1TE42350	12987699	12987862	+	ATGP9B	LTR/Gypsy	164	
AT1TE30040	9317325	9317486	-	HELITRONY1D	RC/Helitron	162	
AT1TE95620	29228168	29228331	+	ATCOPIA72	LTR/Copia	164	
AT1TE90315	27603352	27603513	-	ATIS112A	DNA/Harbinger	162	
AT1TE81605	24847019	24847152	-	ATDNA2T9C	DNA/MuDR	134	
AT1TE80035	24350741	24352986	+	VANDAL1N1	DNA/MuDR	2277	
AT1TE64470	19473237	19473400	+	ATREP11	RC/Helitron	164	
AT1TE75775	22991678	22991839	-	ATREP3	RC/Helitron	162	
AT1TE44025	13458208	13458371	+	HELITRONY1E	RC/Helitron	164	
AT1TE53340	16181651	16181683	+	ATCOPIA45	LTR/Copia	33	
AT1TE71910	21786594	21786755	+	ATCOPIA87	LTR/Copia	162	
AT1TE38525	11887095	11887151	+	ARNOLD2	DNA/MuDR	57	
AT1TE54960	16673532	16673695	+	ATCOPIA68	LTR/Copia	164	
AT1TE46715	14236845	14237008	+	ATHILA2	LTR/Gypsy	164	
AT1TE50725	15366244	15366405	-	ATREP18	DNA	162	
AT1TE70960	21502044	21502166	-	HELITRONY3	RC/Helitron	123	
AT1TE40025	12307524	12307633	+	ATREP10D	RC/Helitron	110	
AT1TE66060	19986878	19987036	-	ATHPOGON1	DNA/Pogo	159	
AT1TE88225	26962997	26963155	-	HELITRONY1D	RC/Helitron	159	
AT1TE78760	23939761	23939917	-	ATREP11	RC/Helitron	157	
AT1TE53130	16138078	16138097	+	BRODYAGA1A	DNA/MuDR	20	
AT1TE69270	20972074	20974323	+	ATREP5	RC/Helitron	2250	
AT1TE68600	20773136	20773292	-	ATHAT1	DNA/HAT	157	
AT1TE80510	24514628	24514787	+	ATMUN1	DNA/MuDR	160	
AT1TE93285	28520027	28520136	-	HELITRONY3	RC/Helitron	110	
AT1TE01400	431917	432073	+	TAG2	DNA/HAT	157	
AT1TE36620	11321177	11321335	+	ATREP11	RC/Helitron	159	
AT1TE39350	12136448	12136604	-	ATREP9	RC/Helitron	157	
AT1TE57700	17413147	17413305	+	TAG2	DNA/HAT	159	
AT1TE52405	15910543	15910701	+	ATGP6	LTR/Gypsy	159	
AT1TE82670	25187855	25188014	+	HELITRONY3	RC/Helitron	160	
AT1TE89970	27498279	27498344	-	ATREP4	RC/Helitron	66	
AT1TE34160	10564719	10564875	-	ATREP19	DNA	157	
AT1TE23955	7433495	7433653	+	ATCOPIA57	LTR/Copia	159	
AT1TE65530	19822278	19822379	-	ATREP10D	RC/Helitron	102	
AT1TE79835	24281394	24281480	-	HELITRONY3	RC/Helitron	87	
AT1TE54980	16676973	16677131	+	ATCOPIA41	LTR/Copia	159	
AT1TE72115	21856786	21856929	-	ATREP19	DNA	144	
AT1TE31410	9756656	9756816	+	ATCOPIA6	LTR/Copia	161	
AT1TE65075	19688610	19688768	-	ATLINE1_3A	LINE/L1	159	
AT1TE74570	22606311	22606462	+	ATREP5	RC/Helitron	152	
AT1TE52290	15887701	15887859	-	ATHATN1	DNA/HAT	159	
AT1TE51495	15641931	15642064	+	HELITRONY1B	RC/Helitron	134	
AT1TE57560	17376313	17378567	-	ATREP15	RC/Helitron	2255	
AT1TE07780	2383162	2383320	-	ATTIRX1D	DNA	159	
AT1TE68750	20819274	20819432	-	ATREP10D	RC/Helitron	159	
AT1TE65220	19731727	19731887	+	HELITRON3	RC/Helitron	161	
AT1TE01390	431310	431469	+	TAG2	DNA/HAT	160	
AT1TE23355	7227970	7228129	+	ATREP2	RC/Helitron	160	
AT1TE44850	13699519	13699678	+	ATREP4	RC/Helitron	160	
AT1TE56335	17008346	17008503	-	BRODYAGA1	DNA/MuDR	158	
AT1TE72860	22063743	22063902	+	ARNOLD1	DNA/MuDR	160	
AT1TE46100	14034543	14034702	+	ATREP4	RC/Helitron	160	
AT1TE87040	26581283	26581442	+	VANDAL8	DNA/MuDR	160	
AT1TE96860	29612248	29612406	+	TAG2	DNA/HAT	159	
AT1TE47195	14353180	14353977	+	ATHILA7A	LTR/Gypsy	167	
AT1TE68325	20689289	20689340	+	ATCOPIA57	LTR/Copia	52	
AT1TE41975	12894519	12894687	+	BRODYAGA1A	DNA/MuDR	169	
AT1TE40730	12514633	12514799	-	ATGP8	LTR/Gypsy	167	
AT1TE46595	14185991	14186048	-	VANDAL7	DNA/MuDR	58	
